"aluno_id","escola_id","tamanho_escola","grupo","horas_estudo","desempenho"
1277,28,47,"A",11.4,51.1322076240357
1278,28,47,"A",14.2,47.0836342498881
1279,28,47,"A",11.7,69.3685083550485
1280,28,47,"B",18.9,78.6417648725324
1281,28,47,"A",18.2,70.9792682668483
1282,28,47,"A",18.1,81.06326800064
1283,28,47,"A",18.2,77.63893839885
1284,28,47,"A",18.6,75.4795315853843
1285,28,47,"A",19,88.6937729871024
1286,28,47,"A",8.5,74.2695901684973
1287,28,47,"B",15.8,82.0394029416795
1288,28,47,"B",16.8,79.9727254469241
1289,28,47,"A",19.3,70.9382771829873
1290,28,47,"B",11.7,65.5633878688204
1291,28,47,"A",14.4,71.2447554136843
1292,28,47,"A",12.1,69.346686267639
1293,28,47,"A",20.6,89.8433070563098
1294,28,47,"A",21.5,70.8942359004744
1295,28,47,"B",19.6,68.5550474825262
1296,28,47,"A",11.5,66.7696323199634
1297,28,47,"B",18.2,65.5327392635186
1298,28,47,"A",21,90.4336477107612
1299,28,47,"A",17.1,74.3048271219643
1300,28,47,"A",14.1,49.6075900061836
1301,28,47,"A",12.1,66.2421672734833
1302,28,47,"B",13.7,72.2412890601191
1303,28,47,"B",19.3,72.779995215255
1304,28,47,"B",14.7,61.9235227456632
1305,28,47,"B",17.3,76.0542095099761
1306,28,47,"A",21.6,92.191083885144
1307,28,47,"B",18.7,74.2143022211513
1308,28,47,"B",21.9,91.732471909349
1309,28,47,"A",9.6,75.6096284152393
1310,28,47,"A",15.3,62.8374989803925
1311,28,47,"B",16.7,81.9749052186999
1312,28,47,"A",18.7,77.1861554804383
1313,28,47,"A",11.7,69.5160952260459
1314,28,47,"A",19.6,93.4415700532906
1315,28,47,"A",17.6,84.2439605984819
1316,28,47,"A",17.5,72.3903430009969
1317,28,47,"A",18.4,65.5933461205417
1318,29,24,"B",16,76.9049112799959
1319,29,24,"B",20.2,84.5205812920294
1320,29,24,"A",19,88.2085953012271
1321,29,24,"A",15.8,85.1351866676765
1322,29,24,"B",20.6,82.6236708223658
1323,29,24,"B",17.6,77.7404239838639
1324,29,24,"B",19.1,82.1757915253734
1325,29,24,"B",14.1,79.8175701036463
1326,29,24,"B",22.8,85.539240372728
1327,29,24,"A",16.4,71.4875792277288
1328,29,24,"A",19.8,71.2665461510881
1329,29,24,"A",16,74.1091138624144
1330,29,24,"A",15.3,72.8277839869345
1331,29,24,"A",19.6,79.4033497934014
1332,29,24,"A",10.1,61.9966962271724
1333,29,24,"B",18.4,72.8719801245134
1334,29,24,"A",18,84.4077815255739
1335,29,24,"A",5.7,57.4022371234544
1336,29,24,"A",17.9,89.3182992307235
1337,29,24,"B",7.8,55.4364454603029
1338,29,24,"B",19.1,63.8984218122485
1339,29,24,"B",14.6,70.6202194129462
1340,29,24,"B",13.7,77.8455517923518
1341,29,24,"A",16.4,73.3721594234161
1342,30,80,"A",22,70.3691064713353
1343,30,80,"B",14,66.3386367890569
1344,30,80,"B",18.7,77.7376911573633
1345,30,80,"B",17.9,87.2844518941952
1346,30,80,"A",11.8,76.6864195037886
1347,30,80,"A",9.5,70.7389289822536
1348,30,80,"A",8.5,66.5210569414598
1349,30,80,"A",18.7,71.5411971118817
1350,30,80,"A",16.4,81.0892176924102
1351,30,80,"A",23.9,95.5972086850093
1352,30,80,"B",18.8,84.1376008051682
1353,30,80,"B",19.9,89.2623449764143
1354,30,80,"B",21.8,85.1328583998626
1355,30,80,"A",14.5,79.8984115602674
1356,30,80,"B",18.5,88.9785486221028
1357,30,80,"B",20,72.253731188275
1358,30,80,"B",22,95.1530553657313
1359,30,80,"A",19.6,85.5189463964467
1360,30,80,"A",18.2,82.9429740827405
1361,30,80,"A",13,70.0883821594239
1362,30,80,"A",19.4,71.4598997921415
1363,30,80,"B",18.5,67.749281560713
1364,30,80,"A",19,80.9215763329401
1365,30,80,"A",18.2,76.145314907414
1366,30,80,"A",15.7,82.0702381765909
1367,30,80,"B",16.2,74.1694357138461
1368,30,80,"A",19.2,75.8313079821338
1369,30,80,"A",17.2,87.8909689231304
1370,30,80,"A",13.2,67.6772581336342
1371,30,80,"A",15.3,67.5543191110132
1372,30,80,"A",11.2,72.1724742201218
1373,30,80,"A",12.6,80.925761311397
1374,30,80,"B",15.9,66.0350110805377
1375,30,80,"A",9.3,61.7642643565649
1376,30,80,"B",9.7,61.787331357695
1377,30,80,"A",20.9,81.6123581486122
1378,30,80,"A",14.2,73.9494267136923
1379,30,80,"A",9.1,69.4905489977264
1380,30,80,"B",16,82.3765194791335
1381,30,80,"B",21.8,76.8628626377518
1382,30,80,"B",19.1,78.5383172861801
1383,30,80,"B",18.3,83.7508483492863
1384,30,80,"A",21.2,77.0441801359178
1385,30,80,"B",13.4,73.7505506326131
1386,30,80,"A",19.4,93.0534727530003
1387,30,80,"B",14.2,60.559914553067
1388,30,80,"A",16.5,80.5436733345082
1389,30,80,"B",25.4,87.5221856580879
1390,30,80,"A",20.4,72.5905329904474
1391,30,80,"B",19.6,81.5065031045565
1392,30,80,"B",12.1,67.7542610907466
1393,30,80,"A",13.4,61.9098947588787
1394,30,80,"A",25.6,88.5590062711986
1395,30,80,"A",12.1,72.8255826469725
1396,30,80,"A",17.4,74.5197774075299
1397,30,80,"B",20.1,94.5299483777941
1398,30,80,"A",20.6,93.4025074392245
1399,30,80,"A",20.9,75.3399002784691
1400,30,80,"B",15.8,84.7272866154312
1401,30,80,"B",13.2,79.8917478136894
1402,30,80,"A",15.3,67.7707437618838
1403,30,80,"A",12.9,81.901121437985
1404,30,80,"A",19,91.8260632282308
1405,30,80,"B",21,86.509464866532
1406,30,80,"A",25,94.636994898218
1407,30,80,"A",18,68.899079229831
1408,30,80,"B",13,84.4129451034604
1409,30,80,"B",20.6,76.1506944680304
1410,30,80,"B",20.1,77.2655310453606
1411,30,80,"A",15.5,77.3425662023122
1412,30,80,"A",10.3,66.2751345414721
1413,30,80,"B",19.5,92.7146726536082
1414,30,80,"A",21,75.62106635487
1415,30,80,"A",15.3,68.6479440952904
1416,30,80,"A",18.6,80.0061215383654
1417,30,80,"B",15.4,77.6086966264671
1418,30,80,"A",19.2,102.231205901237
1419,30,80,"A",16,63.5997865529154
1420,30,80,"A",15.1,81.5839895053643
1421,30,80,"B",16.9,82.4666341996681
1422,31,54,"A",15.4,81.9218709048181
1423,31,54,"B",14.2,61.1476307124583
1424,31,54,"A",15.3,75.8611456730233
1425,31,54,"B",16.5,70.7836776443089
1426,31,54,"B",17.4,62.0748274672446
1427,31,54,"A",22.7,76.832276379493
1428,31,54,"B",11.1,58.2981378789183
1429,31,54,"A",15.8,86.8017184170012
1430,31,54,"B",19.1,72.9881052115793
1431,31,54,"A",23.6,92.5838064842084
1432,31,54,"A",18.3,82.2974014201165
1433,31,54,"B",16.5,68.3922692164275
1434,31,54,"A",15.3,77.2553757929243
1435,31,54,"A",18.2,81.7509877938729
1436,31,54,"B",20.5,71.5297646477852
1437,31,54,"A",15.8,79.5009652375129
1438,31,54,"B",17.2,75.7564839372012
1439,31,54,"B",17.4,74.1845604847152
1440,31,54,"A",19.5,72.1674277867433
1441,31,54,"A",21,80.1075116536359
1442,31,54,"B",17.7,67.8711875547731
1443,31,54,"A",16.2,74.1080841914727
1444,31,54,"B",22.1,82.087973055694
1445,31,54,"A",17.2,73.8376804235699
1446,31,54,"B",22.9,93.2596048434878
1447,31,54,"A",16.3,69.4971377410068
1448,31,54,"A",19,77.4414015759878
1449,31,54,"B",10.4,72.5107838076613
1450,31,54,"B",16.1,84.717799990838
1451,31,54,"A",16.5,73.9160899608456
1452,31,54,"B",13.5,70.7720293978938
1453,31,54,"A",12.4,77.393075330872
1454,31,54,"A",20.3,83.0086844869331
1455,31,54,"B",20.2,82.9546156344435
1456,31,54,"B",11.4,65.0196936771513
1457,31,54,"A",18.2,78.0985540315091
1458,31,54,"B",12.1,68.2079257350464
1459,31,54,"B",12.3,73.0580970494557
1460,31,54,"B",18.7,76.8874299949656
1461,31,54,"A",13.8,68.2424892966521
1462,31,54,"B",20.5,80.1501626115045
1463,31,54,"A",16.7,71.3762407914009
1464,31,54,"A",18.7,90.4348491883932
1465,31,54,"A",14.5,63.2715682140025
1466,31,54,"B",11.9,77.5508374575144
1467,31,54,"B",20.2,80.2164336829526
1468,31,54,"B",17.5,60.0855435382069
1469,31,54,"B",15.6,69.0409912076006
1470,31,54,"A",16.8,84.4478533979813
1471,31,54,"A",21.9,72.5066417940256
1472,31,54,"A",13.8,71.7601156926048
1473,31,54,"B",13.6,60.5762222359133
1474,31,54,"A",14.1,71.7983768465231
1475,31,54,"B",10.2,73.4897708907311
1476,32,37,"A",19.9,78.2080958516343
1477,32,37,"B",17.4,83.7559873510077
1478,32,37,"B",17.4,81.9316383633729
1479,32,37,"B",16.4,84.2755541581143
1480,32,37,"A",14.6,82.5614770381156
1481,32,37,"A",13.3,77.9532836584687
1482,32,37,"B",20,83.1238122829582
1483,32,37,"B",10.9,66.8483054863693
1484,32,37,"A",18.4,78.7011104990813
1485,32,37,"B",13.4,73.0065167046869
1486,32,37,"A",17.7,69.3461905084816
1487,32,37,"A",13.6,65.6456187965191
1488,32,37,"A",14.5,67.7657454471036
1489,32,37,"A",23.7,81.3565696190427
1490,32,37,"A",19.3,76.6977617426988
1491,32,37,"B",8,61.5559794509358
1492,32,37,"A",17.1,69.29161051159
1493,32,37,"B",14.8,54.3254000145033
1494,32,37,"B",12.1,84.2901857637952
1495,32,37,"A",17.4,69.5682127833033
1496,32,37,"B",17.1,83.8264893721137
1497,32,37,"A",15.3,68.0088186017153
1498,32,37,"A",24.5,90.7477251699124
1499,32,37,"A",7.6,60.3052201670195
1500,32,37,"B",20,84.8109984408229
1501,32,37,"A",15.4,58.308301007228
1502,32,37,"A",19.2,80.7014177183844
1503,32,37,"B",14.8,71.0055248286757
1504,32,37,"B",14.2,82.398676713374
1505,32,37,"A",9.8,62.0494303643625
1506,32,37,"A",15.8,70.5955146396182
1507,32,37,"A",26.5,75.0383766040811
1508,32,37,"A",20.6,82.2138730502539
1509,32,37,"A",23.3,89.9012477933386
1510,32,37,"A",20.3,78.5732503648286
1511,32,37,"A",21.2,77.133504715202
1512,32,37,"A",20.2,83.1826566160844
1513,33,67,"A",18.6,68.3292580535928
1514,33,67,"A",14.3,73.9677951213708
1515,33,67,"A",14.5,79.8490991601152
1516,33,67,"A",10.2,63.9847439612954
1517,33,67,"A",16.6,71.7936678103244
1518,33,67,"B",20.2,77.5068244868948
1519,33,67,"B",20.8,85.0873893445025
1520,33,67,"B",17,65.3164119662946
1521,33,67,"A",14.5,65.0111900203673
1522,33,67,"B",29.8,82.7542588966681
1523,33,67,"A",19.6,77.264616734962
1524,33,67,"A",22.3,83.1475829728441
1525,33,67,"A",15.3,73.6387517391522
1526,33,67,"A",16.5,73.4066897290771
1527,33,67,"B",18.4,62.9658328706228
1528,33,67,"A",23.4,74.883650108682
1529,33,67,"A",15.4,70.7326413057987
1530,33,67,"A",20.1,82.3564483993343
1531,33,67,"B",8.3,63.9537179543771
1532,33,67,"B",14.6,63.5102814283013
1533,33,67,"A",11.5,75.4234200105421
1534,33,67,"A",21.1,82.0129047996119
1535,33,67,"B",16,71.206163512807
1536,33,67,"B",15.1,74.7993081937163
1537,33,67,"A",22.1,89.9723163138784
1538,33,67,"B",21.1,86.4664397182622
1539,33,67,"A",13.1,66.4823571069183
1540,33,67,"A",18.4,68.1514478149542
1541,33,67,"A",11.7,74.4534717706502
1542,33,67,"B",14.7,63.6888378206169
1543,33,67,"B",23.1,79.158417197695
1544,33,67,"B",22.5,92.9132849113694
1545,33,67,"B",21.1,77.4327116850502
1546,33,67,"B",14.4,69.5537236678271
1547,33,67,"A",9.1,67.4346039912038
1548,33,67,"B",11.9,78.5313585057292
1549,33,67,"B",20.5,72.8768473996426
1550,33,67,"A",15.5,79.1954650114397
1551,33,67,"A",8,61.7708395113097
1552,33,67,"B",15.9,85.2187095217605
1553,33,67,"B",22.3,91.134791356823
1554,33,67,"A",19.2,78.428707153249
1555,33,67,"B",13.4,64.062078066895
1556,33,67,"B",10.5,55.3636845620174
1557,33,67,"B",13.3,61.8704159465689
1558,33,67,"A",16.8,71.6619571470151
1559,33,67,"B",20.2,70.6394715199471
1560,33,67,"B",8.9,62.2024133964748
1561,33,67,"A",20.7,76.7640632312364
1562,33,67,"A",16.7,90.8745248970847
1563,33,67,"A",18.9,87.1479707190651
1564,33,67,"A",10,69.0662360507942
1565,33,67,"A",14,66.5320611539763
1566,33,67,"B",14.9,88.4848316227351
1567,33,67,"B",20.8,78.9706013070444
1568,33,67,"B",20.8,80.9050902424293
1569,33,67,"A",18.4,62.1581969720637
1570,33,67,"A",23.1,93.406530045911
1571,33,67,"A",14.6,71.4618255464062
1572,33,67,"B",20.7,72.9257896040723
1573,33,67,"B",16.5,74.6881706760917
1574,33,67,"A",14,79.6181831409359
1575,33,67,"B",20.3,81.1032853755567
1576,33,67,"B",22.2,85.7272021076277
1577,33,67,"B",20.2,88.778347845842
1578,33,67,"A",14.6,64.564578833478
1579,33,67,"A",14.8,70.2057433774864
1580,34,67,"A",22.2,88.8224726475162
1581,34,67,"B",18.1,65.9889492021843
1582,34,67,"A",20,89.5780877245787
1583,34,67,"B",15.3,64.3270545316008
1584,34,67,"A",21.7,84.6998057895354
1585,34,67,"A",13.5,71.668432403627
1586,34,67,"A",19.2,74.0456298400008
1587,34,67,"A",13.4,71.8308902064961
1588,34,67,"B",6.8,58.6620851085467
1589,34,67,"B",11.3,74.1015560535559
1590,34,67,"B",17.2,65.0380434658429
1591,34,67,"A",20.2,90.6815347102975
1592,34,67,"B",9.7,62.5273690678227
1593,34,67,"B",11.7,61.6157519494736
1594,34,67,"B",23.8,77.1964060586421
1595,34,67,"B",15,81.1393251139038
1596,34,67,"A",18.7,65.7413946270049
1597,34,67,"A",14.6,73.0037214210652
1598,34,67,"B",15.5,68.480642521119
1599,34,67,"B",17,69.3518944141893
1600,34,67,"A",16.7,73.7640112107324
1601,34,67,"A",15.9,74.3202454866613
1602,34,67,"A",14.8,69.2477968603204
1603,34,67,"A",4.5,50.7686019433651
1604,34,67,"B",24.2,92.1323944084214
1605,34,67,"A",23.9,91.1389488793451
1606,34,67,"B",12.3,81.6405548865554
1607,34,67,"A",16,66.0900287209524
1608,34,67,"A",22.2,75.2350038382383
1609,34,67,"A",20.7,74.5283540108999
1610,34,67,"B",21.8,73.5210822189667
1611,34,67,"A",12.4,84.4730554973503
1612,34,67,"A",27,70.4236568433713
1613,34,67,"A",12.2,57.0055652395327
1614,34,67,"A",19.7,73.4753282511293
1615,34,67,"B",17.3,74.0329266949545
1616,34,67,"B",15.1,71.4664399147162
1617,34,67,"A",15.2,80.9184918797309
1618,34,67,"A",12.7,79.2963415553174
1619,34,67,"B",23.2,76.4676714392137
1620,34,67,"A",17.1,77.4507716771366
1621,34,67,"A",17.7,63.0459679174659
1622,34,67,"A",17.5,83.3821646494331
1623,34,67,"A",15.2,65.8057026738394
1624,34,67,"B",12.2,71.8587521525757
1625,34,67,"A",17.7,68.5902890937103
1626,34,67,"B",8.3,62.5851430569108
1627,34,67,"B",11,66.4406033545435
1628,34,67,"A",12.4,60.0178508907153
1629,34,67,"A",12.4,71.6369016433793
1630,34,67,"A",17.1,101.857266391751
1631,34,67,"A",23.1,84.8128584059494
1632,34,67,"A",10.6,62.5702447702759
1633,34,67,"A",18.4,73.4785053781387
1634,34,67,"B",20.3,77.5659882289077
1635,34,67,"A",12.7,70.400453903707
1636,34,67,"B",16.5,67.775983348147
1637,34,67,"A",20,92.1731019497845
1638,34,67,"B",15.7,78.3690748276331
1639,34,67,"B",15.8,81.0873011132403
1640,34,67,"A",17.9,87.919260808481
1641,34,67,"B",16.5,66.0352306656771
1642,34,67,"A",14.5,64.254621526987
1643,34,67,"B",16.1,76.7782244805722
1644,34,67,"A",24.2,82.460847773583
1645,34,67,"A",20.2,84.389284579474
1646,34,67,"B",13,68.9419135302355
1647,35,65,"A",11.8,73.3475206779743
1648,35,65,"B",15.3,60.0934273563886
1649,35,65,"B",22.1,88.7720186824346
1650,35,65,"A",17.9,62.0857409106767
1651,35,65,"B",13.9,70.7033410889758
1652,35,65,"A",20.3,84.2139989901526
1653,35,65,"A",16.2,67.9411474114691
1654,35,65,"A",12.3,80.4555991992284
1655,35,65,"A",18.6,79.6450195332732
1656,35,65,"A",22.8,71.3219312022092
1657,35,65,"A",18.5,90.245529451434
1658,35,65,"A",17.5,78.7347319060523
1659,35,65,"A",14.1,68.9406743832785
1660,35,65,"B",19,84.2999976686105
1661,35,65,"B",12.5,58.7482765791826
1662,35,65,"B",10.1,65.1633649928213
1663,35,65,"A",16.6,77.1650597706054
1664,35,65,"A",16.6,51.5296318761175
1665,35,65,"B",26.2,86.0192897125333
1666,35,65,"B",11.9,62.3250440280113
1667,35,65,"A",17.4,78.9442181411829
1668,35,65,"A",20,88.9055468382594
1669,35,65,"B",21,82.6812489353372
1670,35,65,"A",16.7,68.6326679914512
1671,35,65,"A",13.8,70.085692399701
1672,35,65,"A",16.5,66.668174133379
1673,35,65,"A",24.5,78.681977948255
1674,35,65,"A",18.7,58.0227479262609
1675,35,65,"B",8.6,60.8122631328038
1676,35,65,"A",22.4,88.3023605135933
1677,35,65,"B",18.9,80.5215646778048
1678,35,65,"A",16.6,66.5113480929332
1679,35,65,"A",16.7,71.3024209805822
1680,35,65,"A",16.2,83.3455380004298
1681,35,65,"B",17.8,82.6146957293481
1682,35,65,"B",14.7,76.3659838587528
1683,35,65,"A",17.9,74.2806870172674
1684,35,65,"B",13,69.0783875766108
1685,35,65,"B",17.6,67.4860155911577
1686,35,65,"A",21.2,82.111359969354
1687,35,65,"A",18.8,81.436602752514
1688,35,65,"B",20.9,81.7884895509995
1689,35,65,"A",12.4,70.3172016920794
1690,35,65,"A",17,56.2628092281024
1691,35,65,"A",19.2,81.0916560370271
1692,35,65,"B",12.5,66.1318465708252
1693,35,65,"B",23,74.4078309337477
1694,35,65,"B",12.6,66.4885131192121
1695,35,65,"B",17.4,77.6196044174016
1696,35,65,"A",17.4,68.456511865329
1697,35,65,"B",17.2,75.9705936288712
1698,35,65,"A",15.9,64.4193266172283
1699,35,65,"A",18.5,69.0965976244
1700,35,65,"A",12.6,83.4131687948562
1701,35,65,"A",11.6,73.5924438172729
1702,35,65,"A",14.1,58.5154001964149
1703,35,65,"B",16.5,72.8488087395631
1704,35,65,"B",21.8,83.7492502104959
1705,35,65,"A",23.1,82.1902683458773
1706,35,65,"B",18,85.761671534196
1707,35,65,"B",18.3,95.5203324491994
1708,35,65,"A",15.8,69.0678751525584
1709,35,65,"B",16.9,82.1078649081199
1710,35,65,"B",11.1,75.5963327608922
1711,35,65,"B",17.9,80.0992166074979
1712,36,61,"B",14.7,75.812791964812
1713,36,61,"A",18.1,86.9594436576765
1714,36,61,"B",15.4,74.0674699643083
1715,36,61,"A",14.2,55.4738853659585
1716,36,61,"B",15.9,77.42798860307
1717,36,61,"A",15.3,62.6478741936859
1718,36,61,"B",21.2,76.9026260263409
1719,36,61,"B",17.6,74.4838538118952
1720,36,61,"B",18.5,60.773103196346
1721,36,61,"B",11.8,66.2312396875947
1722,36,61,"B",22.8,91.296855817259
1723,36,61,"A",17.4,71.1175416919071
1724,36,61,"A",13.4,58.2080685731128
1725,36,61,"A",18,74.5845458563087
1726,36,61,"A",20.3,75.8622775701662
1727,36,61,"A",11.3,69.4369889753876
1728,36,61,"A",23.6,80.4275143653534
1729,36,61,"A",16.2,68.6898932608475
1730,36,61,"A",21.3,84.8115276833017
1731,36,61,"A",17.1,79.616760462332
1732,36,61,"A",15.5,82.4100400567418
1733,36,61,"A",9.5,72.7731359592994
1734,36,61,"A",12.4,63.3554130011844
1735,36,61,"A",16.6,82.1447672174749
1736,36,61,"A",20.1,69.5520922351433
1737,36,61,"B",9.3,65.2303472611522
1738,36,61,"B",22.3,67.5519042167476
1739,36,61,"A",22.4,86.83763458696
1740,36,61,"B",12.2,59.7125706097844
1741,36,61,"A",18.7,77.4594818640607
1742,36,61,"A",12.7,71.2422644585442
1743,36,61,"B",16.3,62.4510395288133
1744,36,61,"A",20.5,87.9324417659408
1745,36,61,"A",20.3,89.221899059437
1746,36,61,"A",13.4,72.3188902133112
1747,36,61,"A",15.3,63.0685960716768
1748,36,61,"A",12.9,57.4725853214082
1749,36,61,"B",18.2,65.2717881345195
1750,36,61,"B",10.6,62.3294199739827
1751,36,61,"B",6.3,58.5960673402912
1752,36,61,"B",22.7,86.8749901188265
1753,36,61,"A",25.9,95.2156879301437
1754,36,61,"A",15,68.3521449824464
1755,36,61,"A",19.8,88.5087317426555
1756,36,61,"A",16.8,72.2418553130348
1757,36,61,"B",22.7,72.0439456960092
1758,36,61,"A",19,84.207918302443
1759,36,61,"B",17.6,80.8558350494008
1760,36,61,"B",9.6,65.3436093206149
1761,36,61,"B",21.1,85.5795927831294
1762,36,61,"B",15.4,84.5408265111408
1763,36,61,"A",11.2,64.159110189851
1764,36,61,"A",16,82.0800112973177
1765,36,61,"A",16.3,70.0431414271437
1766,36,61,"B",21,92.5785320896967
1767,36,61,"A",12.1,66.8252200308332
1768,36,61,"B",14.6,70.037565252845
1769,36,61,"A",22.8,89.1619072026072
1770,36,61,"A",22.2,88.1582761871644
1771,36,61,"A",21.5,93.7785193329422
1772,36,61,"B",23.4,88.8598633373413
1773,37,57,"B",17.7,84.6126119997248
1774,37,57,"B",14.5,77.2220944122395
1775,37,57,"A",19.1,74.8102054814229
1776,37,57,"B",21.1,91.7883083087204
1777,37,57,"B",26.5,82.004171914187
1778,37,57,"A",9,71.6709181882362
1779,37,57,"A",17.9,69.6886640333127
1780,37,57,"A",19.5,87.0815090820027
1781,37,57,"B",16.6,74.0040299923397
1782,37,57,"A",10.6,66.1807621669859
1783,37,57,"A",19.8,95.1515090198368
1784,37,57,"B",13.7,64.468262859055
1785,37,57,"B",18.9,86.7296047467031
1786,37,57,"B",20.5,75.3167425695828
1787,37,57,"B",22,83.1994746013974
1788,37,57,"B",10.6,64.9130902473971
1789,37,57,"B",21.2,97.3312180784194
1790,37,57,"B",13.8,80.8775570271202
1791,37,57,"A",11.7,68.1530152083054
1792,37,57,"A",22.1,84.2241938265684
1793,37,57,"A",21.4,82.753719070268
1794,37,57,"B",15.9,62.8234772949221
1795,37,57,"A",19.9,66.3774329436248
1796,37,57,"B",13.4,68.6028293740199
1797,37,57,"A",16.2,72.6577757164943
1798,37,57,"B",16.5,68.938116745338
1799,37,57,"A",15.7,66.4114604466277
1800,37,57,"B",19.8,79.2787117502311
1801,37,57,"A",23,98.7702560038559
1802,37,57,"A",15,69.6919434412799
1803,37,57,"A",16.7,84.0686800807424
1804,37,57,"B",23.4,83.1288871049358
1805,37,57,"B",15.5,75.7261392959827
1806,37,57,"A",6.4,76.9910269357004
1807,37,57,"B",18.9,80.7095333195894
1808,37,57,"B",13.3,64.7628110565718
1809,37,57,"A",12.9,55.6977630233255
1810,37,57,"A",22.5,79.6452944615838
1811,37,57,"B",26.6,97.8829381713746
1812,37,57,"A",12.7,65.3267512417777
1813,37,57,"B",21,88.0228523597708
1814,37,57,"A",16.5,72.8267707613481
1815,37,57,"B",17.4,64.8803894110918
1816,37,57,"B",21.7,67.3812283938769
1817,37,57,"B",17.7,68.4681157597776
1818,37,57,"B",13.4,70.1593228287893
1819,37,57,"B",15,68.5258745023029
1820,37,57,"B",19.6,73.1018901214787
1821,37,57,"B",7.5,61.9671250163873
1822,37,57,"A",21.2,73.0575644475204
1823,37,57,"A",10.6,73.6483422332849
1824,37,57,"A",16.9,70.567003812699
1825,37,57,"B",16.1,72.7568131998768
1826,37,57,"B",22,75.77102966096
1827,37,57,"B",17.6,80.7804640871754
1828,37,57,"A",17.3,78.9483347914545
1829,37,57,"A",19.6,75.8405090887612
1830,38,42,"B",13.6,54.6452161256186
1831,38,42,"A",16.1,75.4296692601934
1832,38,42,"A",21.6,85.8066246721071
1833,38,42,"B",19.6,83.3276482053618
1834,38,42,"A",11.8,76.0958418105776
1835,38,42,"A",19.5,72.6916205345572
1836,38,42,"B",11.4,61.1929482344014
1837,38,42,"A",14.5,61.5167945319847
1838,38,42,"B",21.7,89.4103814014279
1839,38,42,"A",7.9,58.1733512556422
1840,38,42,"A",9.8,58.3180576856283
1841,38,42,"A",22.1,82.7807661295006
1842,38,42,"B",13.6,68.8721940104394
1843,38,42,"A",21.9,77.7673130154632
1844,38,42,"B",16.2,90.0315592072278
1845,38,42,"B",18.6,71.9759343510621
1846,38,42,"A",20.2,89.4312003793278
1847,38,42,"B",14.3,76.2502443118303
1848,38,42,"B",15.7,88.0809140654906
1849,38,42,"A",15.2,73.6789782330482
1850,38,42,"B",28.2,92.3722245335074
1851,38,42,"B",17.4,71.1704931439172
1852,38,42,"B",18.8,68.5855439977236
1853,38,42,"A",15.5,70.8368556411208
1854,38,42,"A",15.9,69.1049699134307
1855,38,42,"A",22.4,79.4720536674148
1856,38,42,"A",15.5,76.2326862611589
1857,38,42,"B",17,71.9226400023979
1858,38,42,"B",18.4,50.289695956809
1859,38,42,"B",15.2,71.1280169744974
1860,38,42,"A",24.7,88.555900950786
1861,38,42,"B",11.2,66.234626218332
1862,38,42,"A",24.9,88.9580892029375
1863,38,42,"A",15.5,69.6472394313415
1864,38,42,"A",22.3,91.068977483379
1865,38,42,"A",8.9,60.6384821163142
1866,38,42,"A",20.7,77.3800522591462
1867,38,42,"B",20.4,87.9979401243355
1868,38,42,"B",11.8,77.2422924636858
1869,38,42,"A",13.8,67.3487373991991
1870,38,42,"B",17.7,75.5368889539879
1871,38,42,"B",21.5,76.5687091598687
1872,39,37,"A",13.9,71.8889417915978
1873,39,37,"B",16.1,88.0979365899069
1874,39,37,"A",23.2,91.8098968131703
1875,39,37,"A",12.4,73.765126130008
1876,39,37,"A",20.7,84.7829844400542
1877,39,37,"A",18.7,76.3571404297361
1878,39,37,"A",12.5,55.4221769478862
1879,39,37,"B",14.3,77.4422434820948
1880,39,37,"B",20.1,81.3090820885049
1881,39,37,"B",17.9,72.6997346322811
1882,39,37,"B",22.7,94.5402528607677
1883,39,37,"B",14.5,78.514908635817
1884,39,37,"A",10.1,74.8296840912119
1885,39,37,"A",21.1,87.6294241712949
1886,39,37,"A",14.5,65.6529395593794
1887,39,37,"A",17.4,74.060364393285
1888,39,37,"B",23.8,70.4164350275882
1889,39,37,"A",15.9,72.2403348286968
1890,39,37,"A",23.1,70.4263537299331
1891,39,37,"A",12.6,69.7978350526786
1892,39,37,"B",20.7,82.2848353854125
1893,39,37,"A",17.9,71.9037020688708
1894,39,37,"B",14,70.814027872051
1895,39,37,"A",11.8,54.7557063761842
1896,39,37,"B",17.3,78.9834492178672
1897,39,37,"A",18,92.2180038440515
1898,39,37,"B",18.1,81.9649941355791
1899,39,37,"A",19.1,92.5087976032379
1900,39,37,"A",15.1,71.4750435729604
1901,39,37,"A",14.9,70.1670540685793
1902,39,37,"A",17.9,86.0299168956051
1903,39,37,"A",14.8,76.243197360499
1904,39,37,"A",21.8,89.1082997998995
1905,39,37,"A",17.6,75.3179096675007
1906,39,37,"A",14.5,71.3689573973926
1907,39,37,"B",9.7,66.5508214435961
1908,39,37,"A",14.4,71.9484349194571
1909,40,36,"B",25.2,94.1315651906454
1910,40,36,"A",14.8,69.2564145416733
1911,40,36,"B",13.7,63.1885165040882
1912,40,36,"B",19.6,91.2366842976624
1913,40,36,"A",18.8,72.2971503584624
1914,40,36,"B",20,82.3067541837386
1915,40,36,"A",15.9,58.9635211998877
1916,40,36,"B",21.5,77.1003846108779
1917,40,36,"A",12.3,87.8210409155997
1918,40,36,"B",16.8,75.9317793300064
1919,40,36,"B",14.2,77.8315289008126
